Toyota Camry,$ 23 000,https://im.mashina.kg/tachka/images//5/b/8/5b835062962feba66863c64d92319d27_240x180.jpg,"2018 г., 2.5 л., автомат"
Mercedes-Benz E-класс,$ 8 999,https://im.mashina.kg/tachka/images//d/a/5/da5ee45111ff09691d37e8cf0b4fc20f_240x180.jpg,"2008 г., 3.5 л., автомат"
Kia Mohave (Borrego),$ 58 000,https://im.mashina.kg/tachka/images//9/8/9/989d42e57c9d4354805469fae1f0f08b_240x180.jpg,"2020 г., 3 л., автомат"
BMW 7 Серия,$ 6 999,https://im.mashina.kg/tachka/images//e/3/4/e34cb38e5763f18dd6e5f94573620d86_240x180.jpg,"2003 г., 4.4 л., автомат"
Lexus GX,$ 25 500,https://im.mashina.kg/tachka/images//1/8/7/187006c04e41c34a3e3a60b7211de37c_240x180.jpg,"2005 г., 4.7 л., автомат"
Lexus GX,$ 34 800,https://im.mashina.kg/tachka/images//8/8/4/884a9ae5ab4349ad66c1c0954deeb606_240x180.jpg,"2009 г., 4.7 л., автомат"
Volkswagen ID.4,$ 45 000,https://im.mashina.kg/tachka/images//f/0/0/f00e40125272d7fb3657ddeaf7aa36bb_240x180.jpg,"2022 г., автомат"
BMW 5 Серия,$ 16 800,https://im.mashina.kg/tachka/images//1/a/e/1ae6785d6b6b80588472a8113ba9e140_240x180.jpg,"2011 г., 3 л., автомат"
Nissan Patrol,$ 11 809,https://im.mashina.kg/tachka/images//8/a/4/8a457aec0bc5bbb0f0b8ff47cf054f72_240x180.jpg,"2000 г., 3 л., автомат"
Toyota Prius,$ 18 600,https://im.mashina.kg/tachka/images//5/d/7/5d7af92735089b2813080cf919ac69c0_240x180.jpg,"2018 г., 1.8 л., автомат"
Mercedes-Benz E-класс,$ 11 300,https://im.mashina.kg/tachka/images//c/0/2/c02e3cd2e877491d046d6e30e5b17f84_240x180.jpg,"2006 г., 3.5 л., автомат"
Tesla Model 3,$ 70 000,https://im.mashina.kg/tachka/images//d/f/e/dfe9c5c855113acc51461c3bfc1b0a01_240x180.jpg,"2022 г., автомат"
Honda CR-V,$ 15 500,https://im.mashina.kg/tachka/images//7/0/c/70c15354db322f29a53558933567c012_240x180.jpg,"2010 г., 2.4 л., автомат"
Toyota Camry,$ 12 800,https://im.mashina.kg/tachka/images//a/6/5/a65ebc75a59b1eb9b56d7651472f6415_240x180.jpg,"2010 г., 2.5 л., автомат"
ВАЗ (Lada) 21099,$ 2 126,https://im.mashina.kg/tachka/images//5/5/c/55c6468d6b12f17416f34e9a88b47758_240x180.jpg,"2002 г., 1.5 л., механика"
Honda Accord,$ 11 000,https://im.mashina.kg/tachka/images//4/c/9/4c99b616a23e160fbac26531823704a9_240x180.jpg,"2008 г., 2.4 л., автомат"
Toyota Camry,$ 31 500,https://im.mashina.kg/tachka/images//f/f/1/ff199ef25525408276e22f86efad8977_240x180.jpg,"2021 г., 2.5 л., автомат"
Lexus LX,$ 81 500,https://im.mashina.kg/tachka/images//d/a/4/da4c190380aeb30da2a1e14c1b82756e_240x180.jpg,"2016 г., 4.5 л., автомат"
Toyota C-HR,$ 26 000,https://im.mashina.kg/tachka/images//c/a/a/caa8df2953582d5b91fb2ec7b3bd3971_240x180.jpg,"2018 г., 2 л., вариатор"
Toyota Prius v (+),$ 17 200,https://im.mashina.kg/tachka/images//e/6/3/e6379da3ffabbec454130fbc65bf6c19_240x180.jpg,"2015 г., автомат"
Lexus ES,$ 45 500,https://im.mashina.kg/tachka/images//7/5/4/754a88c084c6e9cac7655d25d08f0b17_240x180.jpg,"2018 г., 2.5 л., вариатор"
Toyota Prius,$ 9 800,https://im.mashina.kg/tachka/images//e/a/3/ea34fba48c1c3e2464a996b32a7eca47_240x180.jpg,"2011 г., 1.8 л., автомат"
Lexus LX,$ 50 800,https://im.mashina.kg/tachka/images//0/7/b/07be9b2fab0f64c3015cc2edf6d6aeb1_240x180.jpg,"2012 г., 5.7 л., автомат"
BMW 6 Серия,$ 49 999,https://im.mashina.kg/tachka/images//d/5/e/d5ef66189651415efc60131f95d448bf_240x180.jpg,"2017 г., 3 л., автомат"
Audi 80,$ 1 122,https://im.mashina.kg/tachka/images//f/c/5/fc5b69d4449d121db7faec810fd90b6b_240x180.jpg,"1987 г., 1.8 л., механика"
Lexus LX,$ 57 000,https://im.mashina.kg/tachka/images//0/c/a/0cab7e7f2c0f838af0eac2928250b06e_240x180.jpg,"2012 г., 5.7 л., автомат"
Toyota Camry,$ 32 500,https://im.mashina.kg/tachka/images//1/e/4/1e4997f80abe74da0187eb4bc8e20157_240x180.jpg,"2018 г., 2.5 л., автомат"
Subaru Legacy,$ 7 400,https://im.mashina.kg/tachka/images//1/8/f/18f5d452982b2aee853c05caa4535732_240x180.jpg,"2004 г., 2 л., автомат"
Volkswagen ID.4,$ 37 000,https://im.mashina.kg/tachka/images//7/a/3/7a3de64a4f9a4709241dc5d8679aa23c_240x180.jpg,"2022 г., автомат"
Hyundai Genesis,$ 25 500,https://im.mashina.kg/tachka/images//b/a/f/baf2f2dbc4da9d639a0b4d1f3fc22289_240x180.jpg,"2016 г., 3 л., автомат"
Mercedes-Benz S-класс,$ 12 800,https://im.mashina.kg/tachka/images//1/5/0/1502cddb350e413fc49f76d21b735297_240x180.jpg,"2004 г., 5 л., автомат"
Renault Logan,$ 8 500,https://im.mashina.kg/tachka/images//b/e/5/be5901af9ee649e0f029bb6707009f0f_240x180.jpg,"2018 г., 1.6 л., механика"
BMW 5 Серия,$ 18 500,https://im.mashina.kg/tachka/images//9/5/9/959f639173b0967d1799d309866f9946_240x180.jpg,"2010 г., 3 л., автомат"
Volkswagen Golf,$ 5 800,https://im.mashina.kg/tachka/images//6/e/a/6eab0698af94ba34c41bfe39e2d877db_240x180.jpg,"2003 г., 1.6 л., автомат"
Toyota Sienna,$ 21 500,https://im.mashina.kg/tachka/images//f/a/4/fa435d4d085027bc123510389e49a455_240x180.jpg,"2011 г., 3.5 л., автомат"
BMW X6,$ 19 500,https://im.mashina.kg/tachka/images//d/b/4/db4131d22fc8f00e50becdebce923dd8_240x180.jpg,"2008 г., 4.4 л., автомат"
Hyundai Sonata,$ 12 600,https://im.mashina.kg/tachka/images//7/8/1/781cca003249b59222f9c1251a740107_240x180.jpg,"2016 г., 2 л., автомат"
Audi Q7,$ 18 500,https://im.mashina.kg/tachka/images//1/6/2/1624833cc56dedc9f7786fd3fb7e736b_240x180.jpg,"2011 г., 3 л., автомат"
Lexus GX,$ 35 500,https://im.mashina.kg/tachka/images//f/0/a/f0ad9e5b0c595ec226e75bf9f3e205fe_240x180.jpg,"2014 г., 4.6 л., автомат"
BMW X7,$ 205 000,https://im.mashina.kg/tachka/images//1/3/8/1381261ba0cf8888359e2a09bfbce84d_240x180.jpg,"2022 г., 3 л., автомат"
BMW X7,$ 150 000,https://im.mashina.kg/tachka/images//5/8/6/58635862d56b8a5a397eeaf7ae661d9b_240x180.jpg,"2020 г., 4.4 л., автомат"
BMW X7,$ 150 000,https://im.mashina.kg/tachka/images//1/6/5/1654b9b5c4719b24514751df46727cd2_240x180.jpg,"2020 г., 4.4 л., автомат"
BMW X7,$ 210 000,https://im.mashina.kg/tachka/images//7/a/b/7abf8889ca2a6214cccb5369b764eeac_240x180.jpg,"2022 г., 3 л., автомат"
BMW X7,$ 220 000,https://im.mashina.kg/tachka/images//d/a/4/da4ce87bddac88b26da475501858de70_240x180.jpg,"2022 г., 4.4 л., автомат"
Toyota Prius,$ 13 800,https://im.mashina.kg/tachka/images//d/c/c/dcc2e8e8e23d26b007f13b8a039c02aa_240x180.jpg,"2015 г., 1.8 л., автомат"
BMW X7,$ 227 000,https://im.mashina.kg/tachka/images//8/6/7/86760239573eea9d1efe01f08fe8982e_240x180.jpg,"2022 г., 4.4 л., автомат"
BMW 5 Серия,$ 7 200,https://im.mashina.kg/tachka/images//d/3/6/d36d5a04fa089253d7a174d5c9dee79b_240x180.jpg,"1984 г., 2.5 л., механика"
Hyundai Elantra,$ 13 000,https://im.mashina.kg/tachka/images//0/e/2/0e2b8376d2ff557c804e08d5a9b05b55_240x180.jpg,"2016 г., 2 л., автомат"
Lexus LS,$ 69 000,https://im.mashina.kg/tachka/images//6/a/2/6a213983b1bb84398f3f2497ee6f87ff_240x180.jpg,"2018 г., 3.5 л., автомат"
Lexus CT,$ 19 000,https://im.mashina.kg/tachka/images//d/0/0/d00d4d3c0f5b981ec21c39c12c7104d0_240x180.jpg,"2016 г., 1.8 л., вариатор"
